,country,year,sex,age,suicides_no,population
1482,Argentina,2014,male,15-24 years,738.0,3492454.0
1483,Argentina,2014,male,25-34 years,531.0,3276955.0
1484,Argentina,2014,male,35-54 years,644.0,5060862.0
1485,Argentina,2014,male,5-14 years,34.0,3655965.0
1486,Argentina,2014,male,55-74 years,405.0,2951616.0
1487,Argentina,2014,male,75+ years,192.0,706897.0
1488,Argentina,2015,female,15-24 years,153.0,3394201.0
1489,Argentina,2015,female,25-34 years,114.0,3235582.0
1490,Argentina,2015,female,35-54 years,166.0,5301368.0
1491,Argentina,2015,female,5-14 years,19.0,3549219.0
1492,Argentina,2015,female,55-74 years,125.0,3520779.0
1493,Argentina,2015,female,75+ years,27.0,1344980.0
1494,Argentina,2015,male,15-24 years,656.0,3500580.0
1495,Argentina,2015,male,25-34 years,465.0,3289927.0
1496,Argentina,2015,male,35-54 years,633.0,5166179.0
1497,Argentina,2015,male,5-14 years,39.0,3672155.0
1498,Argentina,2015,male,55-74 years,431.0,3011963.0
1499,Argentina,2015,male,75+ years,245.0,712691.0
1716,Armenia,2000,female,15-24 years,0.0,341100.0
1717,Armenia,2000,female,25-34 years,4.0,280400.0
1718,Armenia,2000,female,35-54 years,1.0,555300.0
1719,Armenia,2000,female,5-14 years,0.0,328000.0
1720,Armenia,2000,female,55-74 years,4.0,292700.0
1721,Armenia,2000,female,75+ years,5.0,66500.0
1722,Armenia,2000,male,15-24 years,6.0,358000.0
1723,Armenia,2000,male,25-34 years,5.0,283300.0
1724,Armenia,2000,male,35-54 years,18.0,481100.0
1725,Armenia,2000,male,5-14 years,0.0,348200.0
1726,Armenia,2000,male,55-74 years,14.0,234300.0
1727,Armenia,2000,male,75+ years,4.0,37600.0
1728,Armenia,2001,female,15-24 years,0.0,346468.0
1729,Armenia,2001,female,25-34 years,1.0,279953.0
1730,Armenia,2001,female,35-54 years,3.0,563626.0
1731,Armenia,2001,female,5-14 years,0.0,319507.0
1732,Armenia,2001,female,55-74 years,4.0,289601.0
1733,Armenia,2001,female,75+ years,4.0,66283.0
1734,Armenia,2001,male,15-24 years,4.0,361248.0
1735,Armenia,2001,male,25-34 years,2.0,284346.0
1736,Armenia,2001,male,35-54 years,19.0,493922.0
1737,Armenia,2001,male,5-14 years,3.0,337767.0
1738,Armenia,2001,male,55-74 years,17.0,227605.0
1739,Armenia,2001,male,75+ years,3.0,40190.0
1740,Armenia,2002,female,15-24 years,1.0,294739.0
1741,Armenia,2002,female,25-34 years,1.0,222943.0
1742,Armenia,2002,female,35-54 years,6.0,469992.0
1743,Armenia,2002,female,5-14 years,0.0,278743.0
1744,Armenia,2002,female,55-74 years,3.0,251856.0
1745,Armenia,2002,female,75+ years,1.0,58553.0
1746,Armenia,2002,male,15-24 years,5.0,293350.0
1747,Armenia,2002,male,25-34 years,12.0,206403.0
1748,Armenia,2002,male,35-54 years,22.0,418464.0
1749,Armenia,2002,male,5-14 years,1.0,294209.0
1750,Armenia,2002,male,55-74 years,19.0,196525.0
1751,Armenia,2002,male,75+ years,3.0,29067.0
1752,Armenia,2003,female,15-24 years,0.0,300080.0
1753,Armenia,2003,female,25-34 years,0.0,225313.0
1754,Armenia,2003,female,35-54 years,3.0,473959.0
1755,Armenia,2003,female,5-14 years,0.0,266940.0
1756,Armenia,2003,female,55-74 years,3.0,249909.0
1757,Armenia,2003,female,75+ years,3.0,62935.0
1758,Armenia,2003,male,15-24 years,1.0,300902.0
1759,Armenia,2003,male,25-34 years,10.0,210715.0
1760,Armenia,2003,male,35-54 years,21.0,423001.0
1761,Armenia,2003,male,5-14 years,1.0,283952.0
1762,Armenia,2003,male,55-74 years,14.0,194165.0
1763,Armenia,2003,male,75+ years,3.0,32495.0
1788,Armenia,2006,female,15-24 years,0.0,290966.0
1789,Armenia,2006,female,25-34 years,2.0,215884.0
1790,Armenia,2006,female,35-54 years,5.0,450477.0
1791,Armenia,2006,female,5-14 years,0.0,203195.0
1792,Armenia,2006,female,55-74 years,8.0,238745.0
1793,Armenia,2006,female,75+ years,2.0,78684.0
1794,Armenia,2006,male,15-24 years,10.0,276127.0
1795,Armenia,2006,male,25-34 years,6.0,188382.0
1796,Armenia,2006,male,35-54 years,17.0,367346.0
1797,Armenia,2006,male,5-14 years,1.0,221941.0
1798,Armenia,2006,male,55-74 years,21.0,184526.0
1799,Armenia,2006,male,75+ years,6.0,48123.0
1800,Armenia,2007,female,15-24 years,3.0,288510.0
1801,Armenia,2007,female,25-34 years,0.0,220144.0
1802,Armenia,2007,female,35-54 years,8.0,444817.0
1803,Armenia,2007,female,5-14 years,0.0,190490.0
1804,Armenia,2007,female,55-74 years,8.0,240998.0
1805,Armenia,2007,female,75+ years,1.0,79210.0
1806,Armenia,2007,male,15-24 years,7.0,272188.0
1807,Armenia,2007,male,25-34 years,4.0,191561.0
1808,Armenia,2007,male,35-54 years,19.0,362189.0
1809,Armenia,2007,male,5-14 years,1.0,210620.0
1810,Armenia,2007,male,55-74 years,13.0,185290.0
1811,Armenia,2007,male,75+ years,7.0,49296.0
1812,Armenia,2008,female,15-24 years,1.0,309009.0
1813,Armenia,2008,female,25-34 years,2.0,254728.0
1814,Armenia,2008,female,35-54 years,10.0,477501.0
1815,Armenia,2008,female,5-14 years,1.0,198065.0
1816,Armenia,2008,female,55-74 years,5.0,260264.0
1817,Armenia,2008,female,75+ years,0.0,81431.0
1818,Armenia,2008,male,15-24 years,3.0,317794.0
1819,Armenia,2008,male,25-34 years,4.0,250190.0
1820,Armenia,2008,male,35-54 years,11.0,429649.0
1821,Armenia,2008,male,5-14 years,1.0,220896.0
1822,Armenia,2008,male,55-74 years,18.0,198978.0
1823,Armenia,2008,male,75+ years,7.0,46886.0
1824,Armenia,2009,female,15-24 years,1.0,278535.0
1825,Armenia,2009,female,25-34 years,2.0,230582.0
1826,Armenia,2009,female,35-54 years,3.0,433390.0
1827,Armenia,2009,female,5-14 years,0.0,172560.0
1828,Armenia,2009,female,55-74 years,3.0,248767.0
1829,Armenia,2009,female,75+ years,1.0,79728.0
1830,Armenia,2009,male,15-24 years,5.0,259772.0
1831,Armenia,2009,male,25-34 years,2.0,198646.0
1832,Armenia,2009,male,35-54 years,17.0,351694.0
1833,Armenia,2009,male,5-14 years,0.0,195630.0
1834,Armenia,2009,male,55-74 years,11.0,189632.0
1835,Armenia,2009,male,75+ years,8.0,50759.0
1836,Armenia,2010,female,15-24 years,2.0,270727.0
1837,Armenia,2010,female,25-34 years,1.0,236851.0
1838,Armenia,2010,female,35-54 years,5.0,427571.0
1839,Armenia,2010,female,5-14 years,2.0,167142.0
1840,Armenia,2010,female,55-74 years,7.0,253182.0
1841,Armenia,2010,female,75+ years,2.0,81770.0
1842,Armenia,2010,male,15-24 years,8.0,252152.0
1843,Armenia,2010,male,25-34 years,10.0,202936.0
1844,Armenia,2010,male,35-54 years,15.0,346739.0
1845,Armenia,2010,male,5-14 years,2.0,191722.0
1846,Armenia,2010,male,55-74 years,13.0,193100.0
1847,Armenia,2010,male,75+ years,6.0,52333.0
1848,Armenia,2011,female,15-24 years,4.0,259823.0
1849,Armenia,2011,female,25-34 years,0.0,244912.0
1850,Armenia,2011,female,35-54 years,3.0,422179.0
1851,Armenia,2011,female,5-14 years,0.0,164004.0
1852,Armenia,2011,female,55-74 years,3.0,256541.0
1853,Armenia,2011,female,75+ years,6.0,86643.0
1854,Armenia,2011,male,15-24 years,7.0,245227.0
1855,Armenia,2011,male,25-34 years,8.0,209914.0
1856,Armenia,2011,male,35-54 years,23.0,341199.0
1857,Armenia,2011,male,5-14 years,0.0,189377.0
1858,Armenia,2011,male,55-74 years,11.0,194982.0
1859,Armenia,2011,male,75+ years,2.0,55565.0
1860,Armenia,2012,female,15-24 years,2.0,255088.0
1861,Armenia,2012,female,25-34 years,4.0,259768.0
1862,Armenia,2012,female,35-54 years,7.0,428953.0
1863,Armenia,2012,female,5-14 years,0.0,167066.0
1864,Armenia,2012,female,55-74 years,4.0,273394.0
1865,Armenia,2012,female,75+ years,3.0,91237.0
1866,Armenia,2012,male,15-24 years,5.0,255119.0
1867,Armenia,2012,male,25-34 years,11.0,245443.0
1868,Armenia,2012,male,35-54 years,26.0,376743.0
1869,Armenia,2012,male,5-14 years,1.0,192409.0
1870,Armenia,2012,male,55-74 years,11.0,212482.0
1871,Armenia,2012,male,75+ years,5.0,56598.0
1872,Armenia,2013,female,15-24 years,1.0,242386.0
1873,Armenia,2013,female,25-34 years,0.0,265616.0
1874,Armenia,2013,female,35-54 years,6.0,423841.0
1875,Armenia,2013,female,5-14 years,0.0,168091.0
1876,Armenia,2013,female,55-74 years,11.0,280566.0
1877,Armenia,2013,female,75+ years,6.0,95093.0
1878,Armenia,2013,male,15-24 years,2.0,243687.0
1879,Armenia,2013,male,25-34 years,9.0,250487.0
1880,Armenia,2013,male,35-54 years,13.0,370440.0
1881,Armenia,2013,male,5-14 years,1.0,193754.0
1882,Armenia,2013,male,55-74 years,11.0,218063.0
1883,Armenia,2013,male,75+ years,7.0,58640.0
1884,Armenia,2014,female,15-24 years,2.0,227895.0
1885,Armenia,2014,female,25-34 years,0.0,269937.0
1886,Armenia,2014,female,35-54 years,2.0,417829.0
1887,Armenia,2014,female,5-14 years,1.0,171332.0
1888,Armenia,2014,female,55-74 years,4.0,288822.0
1889,Armenia,2014,female,75+ years,6.0,98118.0
1890,Armenia,2014,male,15-24 years,3.0,230760.0
1891,Armenia,2014,male,25-34 years,6.0,253461.0
1892,Armenia,2014,male,35-54 years,13.0,363362.0
1893,Armenia,2014,male,5-14 years,0.0,196975.0
1894,Armenia,2014,male,55-74 years,12.0,224430.0
1895,Armenia,2014,male,75+ years,9.0,60108.0
1896,Armenia,2015,female,15-24 years,3.0,212010.0
1897,Armenia,2015,female,25-34 years,2.0,274108.0
1898,Armenia,2015,female,35-54 years,4.0,412360.0
1899,Armenia,2015,female,5-14 years,0.0,175417.0
1900,Armenia,2015,female,55-74 years,5.0,297936.0
1901,Armenia,2015,female,75+ years,5.0,100754.0
1902,Armenia,2015,male,15-24 years,2.0,216876.0
1903,Armenia,2015,male,25-34 years,10.0,255540.0
1904,Armenia,2015,male,35-54 years,15.0,356715.0
1905,Armenia,2015,male,5-14 years,0.0,201051.0
1906,Armenia,2015,male,55-74 years,16.0,231213.0
1907,Armenia,2015,male,75+ years,12.0,61355.0
1968,Aruba,2000,female,15-24 years,0.0,5675.0
1969,Aruba,2000,female,25-34 years,0.0,7347.0
1970,Aruba,2000,female,35-54 years,2.0,15624.0
1971,Aruba,2000,female,5-14 years,0.0,6974.0
1972,Aruba,2000,female,55-74 years,0.0,6487.0
1973,Aruba,2000,female,75+ years,2.0,1499.0
1974,Aruba,2000,male,15-24 years,0.0,5514.0
1975,Aruba,2000,male,25-34 years,3.0,6828.0
1976,Aruba,2000,male,35-54 years,2.0,14228.0
1977,Aruba,2000,male,5-14 years,0.0,7111.0
1978,Aruba,2000,male,55-74 years,0.0,5612.0
1979,Aruba,2000,male,75+ years,1.0,989.0
1980,Aruba,2001,female,15-24 years,0.0,5897.0
1981,Aruba,2001,female,25-34 years,0.0,7290.0
1982,Aruba,2001,female,35-54 years,0.0,16210.0
1983,Aruba,2001,female,5-14 years,0.0,7181.0
1984,Aruba,2001,female,55-74 years,0.0,6793.0
1985,Aruba,2001,female,75+ years,0.0,1519.0
1986,Aruba,2001,male,15-24 years,0.0,5712.0
1987,Aruba,2001,male,25-34 years,0.0,6638.0
1988,Aruba,2001,male,35-54 years,4.0,14663.0
1989,Aruba,2001,male,5-14 years,0.0,7263.0
1990,Aruba,2001,male,55-74 years,0.0,5846.0
1991,Aruba,2001,male,75+ years,0.0,1033.0
1992,Aruba,2002,female,15-24 years,0.0,6151.0
1993,Aruba,2002,female,25-34 years,0.0,7233.0
1994,Aruba,2002,female,35-54 years,0.0,16782.0
1995,Aruba,2002,female,5-14 years,0.0,7374.0
1996,Aruba,2002,female,55-74 years,0.0,7128.0
1997,Aruba,2002,female,75+ years,0.0,1545.0
1998,Aruba,2002,male,15-24 years,1.0,5938.0
1999,Aruba,2002,male,25-34 years,2.0,6459.0
2000,Aruba,2002,male,35-54 years,2.0,15082.0
2001,Aruba,2002,male,5-14 years,0.0,7406.0
2002,Aruba,2002,male,55-74 years,4.0,6116.0
2003,Aruba,2002,male,75+ years,0.0,1070.0
2004,Aruba,2003,female,15-24 years,0.0,6412.0
2005,Aruba,2003,female,25-34 years,0.0,7173.0
2006,Aruba,2003,female,35-54 years,0.0,17314.0
2007,Aruba,2003,female,5-14 years,0.0,7527.0
2008,Aruba,2003,female,55-74 years,0.0,7479.0
2009,Aruba,2003,female,75+ years,0.0,1580.0
2010,Aruba,2003,male,15-24 years,0.0,6176.0
2011,Aruba,2003,male,25-34 years,0.0,6299.0
2012,Aruba,2003,male,35-54 years,2.0,15463.0
2013,Aruba,2003,male,5-14 years,0.0,7525.0
2014,Aruba,2003,male,55-74 years,0.0,6402.0
2015,Aruba,2003,male,75+ years,0.0,1107.0
2016,Aruba,2004,female,15-24 years,1.0,6650.0
2017,Aruba,2004,female,25-34 years,0.0,7102.0
2018,Aruba,2004,female,35-54 years,0.0,17769.0
2019,Aruba,2004,female,5-14 years,0.0,7610.0
2020,Aruba,2004,female,55-74 years,0.0,7820.0
2021,Aruba,2004,female,75+ years,0.0,1616.0
2022,Aruba,2004,male,15-24 years,0.0,6395.0
2023,Aruba,2004,male,25-34 years,1.0,6164.0
2024,Aruba,2004,male,35-54 years,2.0,15784.0
2025,Aruba,2004,male,5-14 years,0.0,7587.0
2026,Aruba,2004,male,55-74 years,3.0,6702.0
2027,Aruba,2004,male,75+ years,1.0,1136.0
2028,Aruba,2005,female,15-24 years,1.0,6843.0
2029,Aruba,2005,female,25-34 years,1.0,7004.0
2030,Aruba,2005,female,35-54 years,2.0,18117.0
2031,Aruba,2005,female,5-14 years,0.0,7604.0
2032,Aruba,2005,female,55-74 years,1.0,8137.0
2033,Aruba,2005,female,75+ years,0.0,1654.0
2034,Aruba,2005,male,15-24 years,0.0,6576.0
2035,Aruba,2005,male,25-34 years,0.0,6051.0
2036,Aruba,2005,male,35-54 years,3.0,16011.0
2037,Aruba,2005,male,5-14 years,0.0,7577.0
2038,Aruba,2005,male,55-74 years,2.0,6989.0
2039,Aruba,2005,male,75+ years,0.0,1165.0
2040,Aruba,2006,female,15-24 years,0.0,6736.0
2041,Aruba,2006,female,25-34 years,0.0,6928.0
2042,Aruba,2006,female,35-54 years,2.0,18297.0
2043,Aruba,2006,female,5-14 years,0.0,7507.0
2044,Aruba,2006,female,55-74 years,0.0,8553.0
2045,Aruba,2006,female,75+ years,0.0,1772.0
2046,Aruba,2006,male,15-24 years,0.0,6519.0
2047,Aruba,2006,male,25-34 years,4.0,5994.0
2048,Aruba,2006,male,35-54 years,3.0,16086.0
2049,Aruba,2006,male,5-14 years,0.0,7575.0
2050,Aruba,2006,male,55-74 years,0.0,7316.0
2051,Aruba,2006,male,75+ years,0.0,1225.0
2052,Aruba,2007,female,15-24 years,0.0,6548.0
2053,Aruba,2007,female,25-34 years,0.0,6847.0
2054,Aruba,2007,female,35-54 years,0.0,18313.0
2055,Aruba,2007,female,5-14 years,0.0,7391.0
2056,Aruba,2007,female,55-74 years,1.0,8952.0
2057,Aruba,2007,female,75+ years,0.0,1890.0
2058,Aruba,2007,male,15-24 years,1.0,6440.0
2059,Aruba,2007,male,25-34 years,2.0,5935.0
2060,Aruba,2007,male,35-54 years,3.0,16040.0
2061,Aruba,2007,male,5-14 years,0.0,7537.0
2062,Aruba,2007,male,55-74 years,1.0,7641.0
2063,Aruba,2007,male,75+ years,0.0,1280.0
2064,Aruba,2008,female,15-24 years,0.0,6335.0
2065,Aruba,2008,female,25-34 years,0.0,6757.0
2066,Aruba,2008,female,35-54 years,1.0,18191.0
2067,Aruba,2008,female,5-14 years,0.0,7269.0
2068,Aruba,2008,female,55-74 years,0.0,9341.0
2069,Aruba,2008,female,75+ years,0.0,2007.0
2070,Aruba,2008,male,15-24 years,0.0,6385.0
2071,Aruba,2008,male,25-34 years,1.0,5849.0
2072,Aruba,2008,male,35-54 years,1.0,15912.0
2073,Aruba,2008,male,5-14 years,0.0,7476.0
2074,Aruba,2008,male,55-74 years,1.0,7959.0
2075,Aruba,2008,male,75+ years,0.0,1333.0
2076,Aruba,2009,female,15-24 years,0.0,6152.0
2077,Aruba,2009,female,25-34 years,0.0,6646.0
2078,Aruba,2009,female,35-54 years,0.0,18003.0
2079,Aruba,2009,female,5-14 years,0.0,7178.0
2080,Aruba,2009,female,55-74 years,0.0,9744.0
2081,Aruba,2009,female,75+ years,0.0,2131.0
2082,Aruba,2009,male,15-24 years,0.0,6380.0
2083,Aruba,2009,male,25-34 years,1.0,5729.0
2084,Aruba,2009,male,35-54 years,2.0,15734.0
2085,Aruba,2009,male,5-14 years,0.0,7420.0
2086,Aruba,2009,male,55-74 years,1.0,8291.0
2087,Aruba,2009,male,75+ years,0.0,1387.0
2088,Aruba,2010,female,15-24 years,0.0,6031.0
2089,Aruba,2010,female,25-34 years,0.0,6488.0
2090,Aruba,2010,female,35-54 years,0.0,17826.0
2091,Aruba,2010,female,5-14 years,0.0,7148.0
2092,Aruba,2010,female,55-74 years,1.0,10186.0
2093,Aruba,2010,female,75+ years,0.0,2264.0
2094,Aruba,2010,male,15-24 years,0.0,6437.0
2095,Aruba,2010,male,25-34 years,0.0,5568.0
2096,Aruba,2010,male,35-54 years,4.0,15543.0
2097,Aruba,2010,male,5-14 years,0.0,7414.0
2098,Aruba,2010,male,55-74 years,2.0,8660.0
2099,Aruba,2010,male,75+ years,0.0,1441.0
2100,Aruba,2011,female,15-24 years,0.0,6272.0
2101,Aruba,2011,female,25-34 years,1.0,6264.0
2102,Aruba,2011,female,35-54 years,0.0,17691.0
2103,Aruba,2011,female,5-14 years,0.0,7064.0
2104,Aruba,2011,female,55-74 years,1.0,10536.0
2105,Aruba,2011,female,75+ years,0.0,2358.0
2106,Aruba,2011,male,15-24 years,1.0,6706.0
2107,Aruba,2011,male,25-34 years,0.0,5440.0
2108,Aruba,2011,male,35-54 years,3.0,15388.0
2109,Aruba,2011,male,5-14 years,0.0,7324.0
2110,Aruba,2011,male,55-74 years,3.0,8940.0
2111,Aruba,2011,male,75+ years,0.0,1505.0
2112,Aruba,2012,female,15-24 years,0.0,6557.0
2113,Aruba,2012,female,25-34 years,2.0,6041.0
2114,Aruba,2012,female,35-54 years,0.0,17588.0
2115,Aruba,2012,female,5-14 years,0.0,7001.0
2116,Aruba,2012,female,55-74 years,0.0,10931.0
2117,Aruba,2012,female,75+ years,0.0,2463.0
2118,Aruba,2012,male,15-24 years,0.0,6982.0
2119,Aruba,2012,male,25-34 years,0.0,5340.0
2120,Aruba,2012,male,35-54 years,1.0,15235.0
2121,Aruba,2012,male,5-14 years,0.0,7258.0
2122,Aruba,2012,male,55-74 years,0.0,9258.0
2123,Aruba,2012,male,75+ years,0.0,1561.0
2124,Aruba,2013,female,15-24 years,0.0,6854.0
2125,Aruba,2013,female,25-34 years,0.0,5842.0
2126,Aruba,2013,female,35-54 years,0.0,17489.0
2127,Aruba,2013,female,5-14 years,0.0,6952.0
2128,Aruba,2013,female,55-74 years,1.0,11371.0
2129,Aruba,2013,female,75+ years,0.0,2575.0
2130,Aruba,2013,male,15-24 years,0.0,7242.0
2131,Aruba,2013,male,25-34 years,0.0,5281.0
2132,Aruba,2013,male,35-54 years,1.0,15072.0
2133,Aruba,2013,male,5-14 years,0.0,7205.0
2134,Aruba,2013,male,55-74 years,0.0,9611.0
2135,Aruba,2013,male,75+ years,0.0,1616.0
2136,Aruba,2014,female,15-24 years,0.0,7109.0
2137,Aruba,2014,female,25-34 years,0.0,5700.0
2138,Aruba,2014,female,35-54 years,1.0,17341.0
2139,Aruba,2014,female,5-14 years,0.0,6898.0
2140,Aruba,2014,female,55-74 years,1.0,11851.0
2141,Aruba,2014,female,75+ years,0.0,2676.0
2142,Aruba,2014,male,15-24 years,0.0,7451.0
2143,Aruba,2014,male,25-34 years,2.0,5284.0
2144,Aruba,2014,male,35-54 years,0.0,14874.0
2145,Aruba,2014,male,5-14 years,0.0,7146.0
2146,Aruba,2014,male,55-74 years,1.0,9996.0
2147,Aruba,2014,male,75+ years,0.0,1662.0
2148,Aruba,2015,female,15-24 years,1.0,7290.0
2149,Aruba,2015,female,25-34 years,0.0,5635.0
2150,Aruba,2015,female,35-54 years,0.0,17119.0
2151,Aruba,2015,female,5-14 years,1.0,6822.0
2152,Aruba,2015,female,55-74 years,0.0,12359.0
2153,Aruba,2015,female,75+ years,0.0,2764.0
2154,Aruba,2015,male,15-24 years,2.0,7587.0
2155,Aruba,2015,male,25-34 years,1.0,5358.0
2156,Aruba,2015,male,35-54 years,3.0,14613.0
2157,Aruba,2015,male,5-14 years,0.0,7066.0
2158,Aruba,2015,male,55-74 years,1.0,10400.0
2159,Aruba,2015,male,75+ years,0.0,1699.0
2412,Australia,2000,female,15-24 years,78.0,1285283.0
2413,Australia,2000,female,25-34 years,106.0,1445332.0
2414,Australia,2000,female,35-54 years,200.0,2782583.0
2415,Australia,2000,female,5-14 years,1.0,1309796.0
2416,Australia,2000,female,55-74 years,87.0,1549060.0
2417,Australia,2000,female,75+ years,33.0,652895.0
2418,Australia,2000,male,15-24 years,271.0,1333011.0
2419,Australia,2000,male,25-34 years,466.0,1430700.0
2420,Australia,2000,male,35-54 years,745.0,2769752.0
2421,Australia,2000,male,5-14 years,8.0,1377301.0
2422,Australia,2000,male,55-74 years,281.0,1522620.0
2423,Australia,2000,male,75+ years,115.0,416077.0
2424,Australia,2001,female,15-24 years,63.0,1303713.0
2425,Australia,2001,female,25-34 years,109.0,1445867.0
2426,Australia,2001,female,35-54 years,226.0,2827367.0
2427,Australia,2001,female,5-14 years,4.0,1317968.0
2428,Australia,2001,female,55-74 years,81.0,1585702.0
2429,Australia,2001,female,75+ years,39.0,677113.0
2430,Australia,2001,male,15-24 years,280.0,1351444.0
2431,Australia,2001,male,25-34 years,489.0,1427829.0
2432,Australia,2001,male,35-54 years,752.0,2803465.0
